,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,cabincomspe_AS,cabincomspe_BP,cabincomspe_BS,cabincomspe_CP,cabincomspe_CS,cabincomspe_DP,cabincomspe_DS,cabincomspe_EP,cabincomspe_ES,cabincomspe_FP,cabincomspe_FS,cabincomspe_GP,cabincomspe_GS,cabincomspe_TP,cabincomspe_TS,PassengerId
2340,0,26.0,0,7.0,0.0,703.0,66.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5092_01
2341,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5094_01
2342,0,20.0,0,0.0,68.0,31.0,167.0,381.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5094_02
2343,0,54.0,0,1108.0,0.0,53.0,496.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5096_01
2344,0,21.0,0,542.0,0.0,1222.0,98.0,484.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5096_02
2345,0,44.0,0,0.0,83.0,0.0,68.0,586.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5098_01
2346,1,11.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5098_02
2347,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5098_03
2348,0,20.0,0,1330.0,0.0,0.0,0.0,49.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5099_01
2349,1,50.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5100_01
2350,0,27.0,0,0.0,91.0,945.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5101_01
2351,0,28.0,0,0.0,0.0,3.0,654.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5102_01
2352,0,33.0,0,1449.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5107_01
2353,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5110_01
2354,0,22.0,0,0.0,0.0,0.0,889.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5113_01
2355,1,44.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5114_01
2356,0,45.0,0,458.0,0.0,838.0,0.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5117_01
2357,0,20.0,0,0.0,2988.0,0.0,419.0,106.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5118_01
2358,0,26.0,0,6.0,0.0,1041.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5119_01
2359,0,18.0,0,0.0,0.0,19.0,746.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5121_01
2360,0,21.0,0,742.0,0.0,15.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5123_01
2361,0,26.0,0,0.0,5824.0,0.0,327.0,1508.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5131_01
2362,1,55.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5131_02
2363,0,24.0,0,1347.0,0.0,1.0,2.0,7.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5134_01
2364,0,27.0,0,0.0,0.0,70.0,2026.0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5135_01
2365,0,18.0,0,231.0,508.0,594.0,0.0,585.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5139_01
2366,1,20.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5141_01
2367,0,31.0,0,0.0,820.0,16.0,29.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5143_01
2368,0,37.0,0,5.0,0.0,849.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5147_01
2369,0,37.0,1,0.0,16963.0,0.0,11483.0,5220.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5149_01
2370,1,57.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5149_02
2371,1,39.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5150_01
2372,1,20.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5153_01
2373,0,18.0,0,85.0,0.0,683.0,570.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5155_01
2374,0,29.0,1,47.0,2914.0,0.0,0.0,259.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5159_01
2375,0,31.0,0,0.0,837.0,0.0,1.0,4102.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5159_02
2376,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5164_01
2377,1,43.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5164_02
2378,0,26.0,0,0.0,0.0,27.0,1358.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5168_01
2379,0,32.0,0,679.0,138.0,4.0,359.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5169_01
2380,0,19.0,0,0.0,180.0,712.0,0.0,886.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5172_01
2381,0,50.0,0,171.0,537.0,37.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5178_01
2382,0,19.0,0,0.0,0.0,717.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5183_01
2383,0,44.0,0,0.0,2175.0,0.0,25.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5189_01
2384,0,49.0,0,0.0,291.0,0.0,1320.0,2092.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5191_01
2385,0,30.0,0,4.0,92.0,2488.0,2182.0,1210.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5195_01
2386,0,41.0,0,824.0,0.0,0.0,0.0,47.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5200_01
2387,0,34.0,0,0.0,7492.0,25.0,1116.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5203_01
2388,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5203_02
2389,0,22.0,0,0.0,305.0,148.0,250.0,134.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5212_01
2390,0,29.0,0,0.0,17.0,0.0,0.0,7312.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5215_01
2391,1,32.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5219_01
2392,0,40.0,0,162.0,0.0,1599.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5219_02
2393,1,50.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5222_01
2394,0,31.0,0,0.0,0.0,0.0,267.0,507.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5228_01
2395,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5228_02
2396,0,30.0,0,42.0,2.0,1565.0,1961.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5231_01
2397,0,26.0,1,4195.0,45.0,0.0,6298.0,438.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5232_01
2398,0,41.0,0,0.0,83.0,0.0,3817.0,1115.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5232_02
2399,0,34.0,0,224.0,0.0,995.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5233_01
2400,1,14.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5237_01
2401,0,13.0,0,1.0,457.0,93.0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5241_01
2402,1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5241_02
2403,0,25.0,0,0.0,2386.0,0.0,417.0,425.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5245_01
2404,0,17.0,0,68.0,5.0,0.0,692.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5259_01
2405,0,41.0,0,1673.0,729.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5261_01
2406,0,28.0,0,1431.0,0.0,39.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5263_01
2407,0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5267_01
2408,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5267_02
2409,0,20.0,0,62.0,272.0,1613.0,88.0,41.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5267_03
2410,1,32.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5270_01
2411,0,59.0,0,0.0,179.0,225.0,6.0,304.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5283_01
2412,1,52.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5284_01
2413,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5285_01
2414,0,56.0,0,0.0,1213.0,2.0,3081.0,24.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5286_01
2415,0,24.0,0,54.0,370.0,725.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5289_01
2416,0,13.0,0,893.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5293_01
2417,0,15.0,0,905.0,13.0,43.0,19.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5293_02
2418,0,40.0,0,0.0,316.0,121.0,434.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5294_01
2419,0,30.0,0,710.0,29.0,1618.0,3605.0,367.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5295_01
2420,0,25.0,0,0.0,32.0,0.0,2095.0,692.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5296_01
2421,0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5302_01
2422,0,28.0,0,794.0,0.0,614.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5306_01
2423,0,36.0,0,41.0,0.0,3509.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5306_02
2424,0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5308_01
2425,1,26.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5308_02
2426,0,33.0,0,0.0,26.0,70.0,0.0,678.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5308_03
2427,1,42.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5309_01
2428,1,31.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5311_01
2429,0,20.0,0,775.0,3.0,0.0,30.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5317_01
2430,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5317_02
2431,1,37.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5318_01
2432,0,19.0,0,33.0,1972.0,14.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5318_02
2433,0,13.0,0,1082.0,91.0,64.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5319_01
2434,0,23.0,0,8.0,0.0,0.0,340.0,310.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5321_01
2435,0,44.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5324_01
2436,1,36.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5328_01
2437,0,79.0,0,0.0,53.0,0.0,4.0,1568.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5329_01
2438,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5329_02
2439,0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5329_03
2440,0,8.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5329_04
2441,0,45.0,0,0.0,311.0,115.0,4.0,328.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5329_05
2442,0,10.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5329_06
2443,0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5329_07
2444,0,37.0,0,24.0,1361.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5332_01
2445,1,43.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5335_01
2446,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5335_02
2447,0,33.0,0,4781.0,4132.0,0.0,4.0,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5335_03
2448,0,25.0,0,13.0,3209.0,0.0,24.0,330.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5335_04
2449,0,42.0,0,0.0,3.0,693.0,50.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5336_01
2450,0,35.0,0,0.0,1046.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5338_01
2451,0,35.0,0,0.0,2301.0,0.0,302.0,728.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5339_01
2452,0,30.0,0,0.0,2895.0,0.0,77.0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5339_02
2453,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5339_03
2454,0,30.0,0,641.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5342_01
2455,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5349_01
2456,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5352_01
2457,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5357_01
2458,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5357_02
2459,0,37.0,1,1181.0,797.0,0.0,2490.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5357_03
2460,0,49.0,0,0.0,300.0,0.0,1822.0,349.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5357_04
2461,0,53.0,0,0.0,1634.0,0.0,1.0,503.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5358_01
2462,1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5364_01
2463,0,26.0,0,178.0,0.0,1168.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5369_01
2464,0,50.0,0,2335.0,2.0,46.0,1.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5369_02
2465,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5369_03
2466,0,22.0,0,0.0,0.0,906.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5370_01
2467,1,8.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5371_01
2468,0,42.0,0,620.0,0.0,318.0,0.0,16.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5371_02
2469,1,30.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5371_03
2470,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5371_04
2471,0,27.0,0,465.0,0.0,76.0,2.0,883.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5373_01
2472,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5376_01
2473,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5376_02
2474,1,51.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5377_01
2475,0,26.0,0,766.0,0.0,145.0,1284.0,170.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5381_01
2476,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5382_01
2477,1,45.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5382_02
2478,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5386_01
2479,0,21.0,0,0.0,1.0,0.0,660.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5391_01
2480,0,23.0,0,744.0,0.0,0.0,16.0,193.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5393_01
2481,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5398_01
2482,0,20.0,0,0.0,50.0,50.0,1179.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5399_01
2483,1,32.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5400_01
2484,0,22.0,0,0.0,0.0,1.0,1.0,785.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5403_01
2485,0,13.0,0,94.0,0.0,0.0,889.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5405_01
2486,0,42.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5407_01
2487,0,19.0,0,0.0,0.0,0.0,791.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5409_01
2488,0,24.0,0,372.0,0.0,1.0,0.0,3085.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5417_01
2489,0,45.0,0,153.0,111.0,16.0,10.0,488.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5419_01
2490,0,35.0,0,91.0,1797.0,123.0,0.0,163.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5426_01
2491,0,16.0,0,444.0,0.0,1.0,231.0,84.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5428_01
2492,1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5428_02
2493,0,43.0,0,49.0,20.0,0.0,0.0,1075.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5429_01
2494,0,31.0,0,0.0,8.0,1987.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5432_01
2495,0,26.0,0,0.0,4853.0,0.0,150.0,50.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5433_01
2496,0,22.0,0,1301.0,0.0,545.0,0.0,8.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5439_01
2497,0,48.0,0,0.0,79.0,0.0,4.0,1366.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5442_01
2498,0,20.0,0,557.0,164.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5444_01
2499,0,35.0,0,1400.0,0.0,984.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5448_01
2500,0,23.0,0,56.0,272.0,35.0,264.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5449_01
2501,0,28.0,0,478.0,0.0,202.0,0.0,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5456_01
2502,0,19.0,0,24.0,1.0,115.0,37.0,479.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5460_01
2503,0,45.0,0,0.0,2570.0,0.0,1510.0,2777.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5461_01
2504,0,16.0,0,41.0,0.0,0.0,1029.0,624.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5464_01
2505,0,3.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5473_01
2506,0,60.0,0,0.0,0.0,0.0,690.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5473_02
2507,1,33.0,1,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5481_01
2508,0,25.0,0,5.0,471.0,0.0,1.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5482_01
2509,0,37.0,0,867.0,6.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5482_02
2510,0,51.0,0,29.0,0.0,1789.0,2.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5486_01
2511,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5493_01
2512,1,39.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5495_01
2513,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5498_01
2514,1,27.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5498_02
2515,0,38.0,0,0.0,2016.0,0.0,4.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5502_01
2516,0,13.0,0,1601.0,1.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5503_01
2517,0,33.0,0,588.0,1.0,0.0,2.0,64.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5505_01
2518,0,45.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5505_02
2519,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5505_03
2520,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5513_01
2521,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5513_02
2522,0,38.0,0,28.0,0.0,0.0,696.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5513_03
2523,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5513_04
